age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
adult,Private,p25,Some-college,average,Never-married,Transport-moving,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Private,p75,Some-college,average,Married-civ-spouse,Sales,Other-relative,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p25,Bachelors,average,Divorced,Exec-managerial,Not-in-family,White,Male,nonzero,zero,normal,United-States,<=50K
adult,Private,p75,HS-grad,average,Never-married,Other-service,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,Some-college,average,Never-married,Craft-repair,Own-child,White,Female,zero,zero,high,United-States,<=50K
adult,Private,p75,10th,elementary,Never-married,Handlers-cleaners,Other-relative,Other,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,Masters,average,Divorced,Sales,Own-child,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p50,11th,elementary,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p75,HS-grad,average,Never-married,Other-service,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
young,Self-emp-not-inc,p100,HS-grad,average,Married-civ-spouse,Farming-fishing,Husband,White,Male,zero,zero,very_high,United-States,<=50K
old,Private,p75,Doctorate,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,nonzero,zero,high,United-States,>50K
middle_aged,Private,p50,10th,elementary,Never-married,Handlers-cleaners,Unmarried,White,Male,zero,zero,high,United-States,<=50K
teenager,Self-emp-inc,p50,HS-grad,average,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,zero,zero,normal,India,<=50K
adult,Private,p50,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,nonzero,normal,United-States,>50K
middle_aged2,Self-emp-not-inc,p25,Masters,average,Divorced,Prof-specialty,Unmarried,White,Male,zero,zero,high,United-States,>50K
middle_aged,Private,p50,Some-college,average,Divorced,Adm-clerical,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
adult,State-gov,p25,Some-college,average,Never-married,Other-service,Own-child,White,Female,zero,zero,low,United-States,<=50K
young,Local-gov,p75,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,high,United-States,>50K
old,Private,p50,11th,elementary,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,Bachelors,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,low,United-States,<=50K
adult,Private,p100,Assoc-voc,average,Never-married,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
very_old,Private,p25,Masters,average,Married-civ-spouse,Other-service,Husband,White,Male,nonzero,zero,low,United-States,>50K
teenager,Private,p75,10th,elementary,Never-married,Other-service,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Self-emp-not-inc,p50,7th-8th,elementary,Married-civ-spouse,Farming-fishing,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Local-gov,p50,Prof-school,high_education,Never-married,Prof-specialty,Not-in-family,White,Male,nonzero,zero,normal,United-States,>50K
young,Private,p75,Masters,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,El-Salvador,>50K
very_old,Private,p100,10th,elementary,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,zero,zero,low,China,<=50K
adult,Private,p25,HS-grad,average,Never-married,Other-service,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p25,HS-grad,average,Never-married,Sales,Own-child,White,Female,nonzero,zero,normal,United-States,<=50K
middle_aged,Federal-gov,p25,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p100,HS-grad,average,Never-married,Adm-clerical,Unmarried,White,Female,zero,zero,low,United-States,<=50K
middle_aged2,Private,p50,HS-grad,average,Divorced,Transport-moving,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
teenager,Private,p100,HS-grad,average,Never-married,Other-service,Not-in-family,Other,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p25,Some-college,average,Married-civ-spouse,Sales,Wife,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p50,HS-grad,average,Never-married,Sales,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p75,11th,elementary,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,<=50K
adult,Private,p75,HS-grad,average,Never-married,Handlers-cleaners,Not-in-family,White,Male,nonzero,zero,high,United-States,<=50K
young,Private,p25,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,high,United-States,<=50K
young,Private,p50,Some-college,average,Married-civ-spouse,Other-service,Wife,White,Female,zero,zero,low,United-States,<=50K
young,Local-gov,p100,Bachelors,average,Never-married,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Local-gov,p75,Masters,average,Never-married,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
very_old,Private,p50,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,nonzero,zero,low,United-States,<=50K
young,Private,p25,HS-grad,average,Married-civ-spouse,Other-service,Wife,White,Female,zero,zero,normal,United-States,>50K
middle_aged2,Local-gov,p50,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,nonzero,normal,United-States,>50K
young,Self-emp-not-inc,p25,Assoc-voc,average,Never-married,Craft-repair,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p50,Some-college,average,Widowed,Exec-managerial,Not-in-family,White,Female,zero,zero,normal,United-States,>50K
young,Private,p75,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,Some-college,average,Never-married,Other-service,Own-child,Black,Male,zero,zero,low,United-States,<=50K
adult,Private,p100,Some-college,average,Never-married,Prof-specialty,Own-child,White,Female,zero,zero,low,United-States,<=50K
teenager,Private,p50,Some-college,average,Never-married,Sales,Own-child,White,Female,zero,zero,low,United-States,<=50K
adult,Private,p50,11th,elementary,Never-married,Exec-managerial,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p75,Some-college,average,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,normal,Nicaragua,<=50K
young,Private,p25,Assoc-voc,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p100,Bachelors,average,Never-married,Other-service,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p50,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,>50K
young,Local-gov,p75,Masters,average,Widowed,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p100,11th,elementary,Separated,Machine-op-inspct,Other-relative,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p50,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,nonzero,zero,high,United-States,>50K
middle_aged,Private,p25,Assoc-voc,average,Never-married,Tech-support,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p25,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,high,United-States,<=50K
young,Private,p25,Some-college,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p75,HS-grad,average,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,Bachelors,average,Never-married,Exec-managerial,Not-in-family,White,Male,nonzero,zero,normal,United-States,<=50K
middle_aged,Self-emp-not-inc,p75,Some-college,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p100,Some-college,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,Some-college,average,Never-married,Adm-clerical,Unmarried,White,Male,zero,zero,normal,United-States,<=50K
young,State-gov,p25,Doctorate,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,high,United-States,>50K
young,Private,p100,Prof-school,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,very_high,United-States,>50K
young,Private,p100,HS-grad,average,Separated,Other-service,Unmarried,White,Female,zero,zero,normal,China,<=50K
adult,Private,p75,Assoc-acdm,average,Never-married,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p100,Bachelors,average,Married-civ-spouse,Tech-support,Husband,White,Male,zero,zero,high,United-States,>50K
middle_aged,Federal-gov,p50,HS-grad,average,Married-civ-spouse,Adm-clerical,Husband,Black,Male,zero,zero,high,United-States,>50K
middle_aged2,Private,p100,7th-8th,elementary,Widowed,Farming-fishing,Other-relative,White,Female,zero,zero,normal,Guatemala,<=50K
adult,Private,p75,HS-grad,average,Never-married,Handlers-cleaners,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p25,HS-grad,average,Never-married,Handlers-cleaners,Own-child,White,Male,zero,zero,normal,United-States,<=50K
adult,Self-emp-not-inc,p50,Masters,average,Married-civ-spouse,Exec-managerial,Wife,White,Female,zero,zero,normal,United-States,>50K
young,Private,p75,Assoc-voc,average,Married-civ-spouse,Other-service,Own-child,White,Female,nonzero,zero,high,United-States,>50K
adult,Federal-gov,p100,HS-grad,average,Never-married,Prof-specialty,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,State-gov,p100,HS-grad,average,Married-civ-spouse,Adm-clerical,Husband,Black,Male,zero,zero,normal,United-States,>50K
adult,Private,p100,Bachelors,average,Never-married,Other-service,Own-child,White,Male,zero,zero,normal,United-States,<=50K
young,Local-gov,p75,Bachelors,average,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,zero,zero,normal,Philippines,<=50K
middle_aged,Private,p100,HS-grad,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,low,Mexico,<=50K
middle_aged2,Private,p100,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,nonzero,normal,United-States,>50K
adult,Private,p50,HS-grad,average,Never-married,Prof-specialty,Unmarried,White,Female,zero,zero,high,United-States,<=50K
middle_aged2,Private,p50,HS-grad,average,Separated,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p100,11th,elementary,Divorced,Handlers-cleaners,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,HS-grad,average,Never-married,Tech-support,Other-relative,White,Male,zero,zero,high,United-States,<=50K
adult,Local-gov,p50,Assoc-acdm,average,Married-civ-spouse,Protective-serv,Husband,White,Male,zero,nonzero,normal,England,<=50K
middle_aged,Private,p50,HS-grad,average,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,Masters,average,Never-married,Prof-specialty,Not-in-family,White,Female,nonzero,zero,normal,United-States,>50K
young,Private,p75,HS-grad,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,high,United-States,<=50K
young,Private,p25,7th-8th,elementary,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
old,State-gov,p50,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged2,Private,p25,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,Bachelors,average,Never-married,Tech-support,Not-in-family,White,Female,zero,zero,high,United-States,<=50K
young,Federal-gov,p50,Some-college,average,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,zero,nonzero,high,United-States,>50K
middle_aged2,Private,p50,Bachelors,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,nonzero,high,?,>50K
young,Local-gov,p25,HS-grad,average,Divorced,Adm-clerical,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
teenager,Private,p50,12th,elementary,Separated,Prof-specialty,Own-child,White,Female,nonzero,zero,normal,United-States,<=50K
young,Private,p75,HS-grad,average,Married-civ-spouse,Sales,Husband,Black,Male,zero,zero,normal,United-States,>50K
middle_aged,Private,p100,Bachelors,average,Married-civ-spouse,Craft-repair,Husband,White,Male,nonzero,zero,high,United-States,>50K
adult,Private,p50,Some-college,average,Never-married,Sales,Other-relative,White,Female,zero,zero,low,United-States,<=50K
very_old,Private,p25,Some-college,average,Married-civ-spouse,Other-service,Husband,White,Male,nonzero,zero,normal,United-States,>50K
young,Private,p100,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,State-gov,p50,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,nonzero,zero,normal,United-States,>50K
young,Local-gov,p100,Some-college,average,Divorced,Exec-managerial,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
adult,Private,p100,HS-grad,average,Never-married,Transport-moving,Own-child,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p25,Bachelors,average,Divorced,Craft-repair,Unmarried,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p100,5th-6th,elementary,Married-civ-spouse,Other-service,Husband,Other,Male,zero,nonzero,normal,Nicaragua,<=50K
middle_aged,Private,p75,HS-grad,average,Divorced,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p25,Bachelors,average,Never-married,Sales,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
teenager,Without-pay,p100,HS-grad,average,Never-married,Farming-fishing,Own-child,White,Male,zero,zero,low,United-States,<=50K
adult,State-gov,p50,11th,elementary,Divorced,Other-service,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
old,Private,p25,10th,elementary,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Self-emp-not-inc,p25,HS-grad,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,<=50K
young,Private,p75,10th,elementary,Divorced,Other-service,Not-in-family,White,Female,zero,zero,high,United-States,<=50K
adult,Private,p25,HS-grad,average,Separated,Handlers-cleaners,Unmarried,White,Female,zero,zero,normal,Japan,<=50K
adult,Federal-gov,p75,Masters,average,Never-married,Prof-specialty,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
teenager,Private,p100,12th,elementary,Never-married,Other-service,Own-child,White,Male,zero,zero,low,United-States,<=50K
middle_aged2,Self-emp-not-inc,p75,HS-grad,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,England,>50K
middle_aged2,Local-gov,p25,HS-grad,average,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,zero,zero,normal,United-States,<=50K
young,Private,p25,11th,elementary,Divorced,Transport-moving,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Local-gov,p50,Some-college,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p25,HS-grad,average,Married-civ-spouse,Tech-support,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p100,HS-grad,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,HS-grad,average,Never-married,Other-service,Own-child,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,Some-college,average,Never-married,Sales,Own-child,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,high,United-States,>50K
middle_aged2,Self-emp-not-inc,p100,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
